CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup
201242,0,40.0,Self Enquiry,3,13.0,Small Business,Male,2.0,3.0,King,4.0,Single,2.0,0,4,1,1.0,VP,32834.375,36-45
201243,0,45.0,Self Enquiry,2,10.0,Salaried,Female,2.0,5.0,Standard,3.0,Married,5.0,0,1,1,1.0,Senior Manager,24756.0,36-45
201244,0,30.0,Company Invited,1,8.0,Large Business,Female,3.0,4.0,Basic,5.0,Single,1.0,0,3,0,1.0,Executive,19968.0,26-35
201245,0,24.0,Company Invited,2,16.0,Small Business,Male,2.0,3.0,Basic,3.0,Married,1.0,0,4,1,1.0,Executive,17145.0,18-25
201246,1,30.0,Company Invited,2,14.0,Salaried,Female,3.0,4.0,Basic,3.0,Married,7.0,0,5,1,2.0,Executive,17180.0,26-35
201247,0,31.0,Self Enquiry,3,11.0,Large Business,Male,2.0,3.0,Deluxe,3.0,Married,2.0,0,5,0,1.0,Manager,23346.0,26-35
201248,0,36.0,Self Enquiry,1,14.0,Small Business,Female,3.0,3.0,Basic,3.0,Single,2.0,0,4,1,2.0,Executive,18445.0,36-45
201249,1,29.0,Self Enquiry,3,15.0,Small Business,Female,2.0,5.0,Basic,4.0,Single,2.0,0,1,1,1.0,Executive,17760.0,26-35
201250,0,29.0,Company Invited,1,6.0,Salaried,Male,3.0,1.5,Deluxe,3.0,Unmarried,1.0,1,3,0,1.0,Manager,21294.0,26-35
201251,0,30.0,Self Enquiry,3,21.0,Small Business,Male,3.0,4.0,Standard,5.0,Married,3.0,0,1,0,2.0,Senior Manager,22140.0,26-35
201252,0,34.0,Self Enquiry,1,8.0,Small Business,Male,3.0,1.5,Basic,3.0,Married,1.0,1,1,0,1.0,Executive,17932.0,26-35
201253,0,33.0,Company Invited,3,8.0,Small Business,Female,3.0,3.0,Deluxe,4.0,Single,1.0,0,1,0,0.0,Manager,20147.0,26-35
201254,0,49.0,Self Enquiry,3,13.0,Small Business,Female,3.0,3.0,Deluxe,3.0,Single,4.0,0,4,0,1.0,Manager,19507.0,46-55
201255,1,33.0,Self Enquiry,3,22.0,Salaried,Female,3.0,3.0,Standard,5.0,Unmarried,3.0,1,5,0,0.0,Senior Manager,23564.0,26-35
201256,0,38.0,Company Invited,1,8.0,Small Business,Female,3.0,4.0,Basic,4.0,Married,5.0,0,3,0,0.0,Executive,17468.0,36-45
201257,1,31.0,Self Enquiry,3,22.0,Small Business,Male,3.0,3.0,Standard,3.0,Married,3.0,0,5,1,0.0,Senior Manager,23161.0,26-35
201258,0,29.0,Self Enquiry,1,10.0,Large Business,Female,3.0,4.0,Basic,5.0,Married,2.0,0,4,0,0.0,Executive,17109.0,26-35
201259,0,30.0,Self Enquiry,1,22.0,Salaried,Male,2.0,1.5,Deluxe,3.0,Married,4.0,0,1,1,0.0,Manager,20294.0,26-35
201260,0,32.0,Company Invited,1,11.0,Large Business,Male,3.0,3.0,Basic,4.0,Single,3.0,0,3,1,1.0,Executive,17718.0,26-35
201261,0,38.0,Self Enquiry,1,24.0,Small Business,Male,2.0,5.0,Deluxe,3.0,Married,4.0,1,5,0,1.0,Manager,20811.0,36-45
201262,1,43.0,Company Invited,1,23.0,Large Business,Male,2.0,4.0,Basic,3.0,Married,1.0,1,5,1,1.0,Executive,17437.0,36-45
201263,0,42.0,Self Enquiry,1,18.0,Small Business,Male,2.0,3.0,Basic,4.0,Married,1.0,0,1,1,1.0,Executive,17766.0,36-45
201264,0,55.0,Self Enquiry,1,8.0,Small Business,Male,2.0,4.0,King,5.0,Married,1.0,0,5,0,1.0,VP,32834.375,46-55
201265,0,33.0,Company Invited,1,10.0,Large Business,Male,2.0,3.0,Deluxe,4.0,Married,6.0,0,1,0,0.0,Manager,18055.0,26-35
201266,0,41.0,Self Enquiry,1,15.0,Salaried,Male,3.0,3.0,Basic,5.0,Married,2.0,0,5,1,1.0,Executive,17289.0,36-45
201267,0,36.0,Company Invited,3,16.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,2.0,1,1,1,1.0,Manager,22347.0,36-45
201268,0,53.0,Company Invited,1,6.0,Small Business,Female,2.0,4.0,Super Deluxe,3.0,Married,5.0,1,1,0,0.0,AVP,27965.0,46-55
201269,0,36.0,Self Enquiry,2,8.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,1.0,0,1,0,0.0,Executive,18539.0,36-45
201270,0,34.0,Self Enquiry,3,9.0,Salaried,Female,2.0,5.0,Deluxe,3.0,Single,6.0,0,1,1,0.0,Manager,21029.0,26-35
201271,1,21.0,Self Enquiry,3,13.0,Small Business,Male,2.0,3.0,Basic,4.0,Single,2.0,0,5,1,1.0,Executive,17679.0,18-25
201272,0,36.0,Self Enquiry,1,12.0,Salaried,Female,2.0,4.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,18702.0,36-45
201273,1,22.0,Self Enquiry,1,14.0,Small Business,Female,3.0,3.0,Basic,5.0,Married,2.0,1,3,0,1.0,Executive,17398.0,18-25
201274,0,31.0,Self Enquiry,3,34.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Married,2.0,0,3,1,0.0,Manager,20468.0,26-35
201275,0,51.0,Self Enquiry,1,9.0,Large Business,Female,2.0,3.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,28116.0,46-55
201276,0,36.0,Self Enquiry,3,15.0,Small Business,Male,2.0,4.0,Deluxe,4.0,Married,2.0,0,4,0,1.0,Manager,22347.0,36-45
201277,0,46.0,Self Enquiry,1,8.0,Small Business,Male,2.0,3.0,King,3.0,Married,1.0,1,1,1,1.0,VP,32834.375,46-55
201278,0,36.0,Self Enquiry,1,16.0,Salaried,Male,2.0,3.0,Standard,5.0,Married,1.0,1,5,1,1.0,Senior Manager,23321.0,36-45
201279,1,44.0,Company Invited,1,6.0,Small Business,Male,2.0,3.0,Basic,4.0,Married,2.0,1,3,1,1.0,Executive,17342.0,36-45
201280,0,36.0,Self Enquiry,2,14.0,Salaried,Male,2.0,3.0,Deluxe,4.0,Married,3.0,0,3,1,1.0,Manager,22347.0,36-45
201281,1,35.0,Self Enquiry,3,33.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Single,2.0,1,5,0,0.0,Manager,20813.0,26-35
201282,0,33.0,Self Enquiry,1,14.0,Salaried,Male,2.0,1.5,Basic,5.0,Married,7.0,0,3,1,1.0,Executive,18143.0,26-35
201283,0,28.0,Self Enquiry,1,6.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,2.0,0,1,0,0.0,Executive,17044.0,26-35
201284,0,39.0,Self Enquiry,1,16.0,Small Business,Male,3.0,3.0,Standard,3.0,Unmarried,1.0,0,3,1,0.0,Senior Manager,28464.0,36-45
201285,0,46.0,Company Invited,3,32.0,Salaried,Male,3.0,4.0,Deluxe,4.0,Unmarried,1.0,0,4,1,2.0,Manager,22991.0,46-55
201286,0,36.0,Self Enquiry,1,8.0,Salaried,Female,2.0,3.0,Basic,5.0,Married,5.0,0,4,1,1.0,Executive,18377.0,36-45
201287,0,42.0,Self Enquiry,1,19.0,Small Business,Male,3.0,1.5,Deluxe,5.0,Married,6.0,0,4,1,0.0,Manager,20538.0,36-45
201288,0,35.0,Company Invited,1,8.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,20762.0,26-35
201289,0,38.0,Company Invited,2,8.0,Salaried,Male,3.0,3.0,Basic,4.0,Married,6.0,0,3,1,2.0,Executive,17592.0,36-45
201290,1,34.0,Company Invited,1,15.0,Salaried,Male,3.0,3.0,Deluxe,5.0,Married,5.0,0,3,0,1.0,Manager,20346.0,26-35
201291,1,36.0,Self Enquiry,1,16.0,Small Business,Male,2.0,3.0,Deluxe,5.0,Single,2.0,0,4,0,0.0,Manager,22347.0,36-45
201292,0,36.0,Company Invited,3,26.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,3.0,0,3,1,0.0,Manager,22347.0,36-45
201293,0,43.0,Company Invited,1,15.0,Salaried,Male,2.0,3.0,Basic,3.0,Single,5.0,0,3,0,1.0,Executive,17438.0,36-45
201294,0,41.0,Self Enquiry,1,11.0,Salaried,Male,2.0,1.5,Deluxe,4.0,Unmarried,4.0,0,5,1,0.0,Manager,21870.0,36-45
201295,0,41.0,Self Enquiry,3,10.0,Small Business,Female,2.0,3.0,Standard,3.0,Married,1.0,1,1,0,1.0,Senior Manager,25447.0,36-45
201296,0,30.0,Self Enquiry,1,16.0,Small Business,Female,3.0,3.0,Standard,3.0,Unmarried,1.0,0,4,0,0.0,Senior Manager,24667.0,26-35
201297,1,26.0,Self Enquiry,2,26.0,Small Business,Female,3.0,3.0,Basic,4.0,Married,1.0,1,3,0,1.0,Executive,17148.0,26-35
201298,1,46.0,Self Enquiry,1,27.0,Small Business,Female,3.0,3.0,Deluxe,4.0,Married,5.0,0,3,1,2.0,Manager,23926.0,46-55
201299,0,40.0,Self Enquiry,1,6.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Married,5.0,0,3,0,1.0,Manager,21513.0,36-45
201300,0,34.0,Self Enquiry,3,14.0,Large Business,Male,3.0,1.5,Deluxe,3.0,Married,2.0,0,1,0,2.0,Manager,21799.0,26-35
201301,0,58.0,Company Invited,3,8.0,Small Business,Male,2.0,3.0,Super Deluxe,4.0,Married,5.0,0,4,1,0.0,AVP,17705.0,56-65
201302,0,35.0,Self Enquiry,1,29.0,Small Business,Male,3.0,5.0,Basic,3.0,Married,1.0,0,1,1,0.0,Executive,17705.0,26-35
201303,0,47.0,Self Enquiry,1,10.0,Salaried,Female,3.0,4.0,Standard,4.0,Married,1.0,1,4,1,2.0,Senior Manager,25333.0,46-55
201304,0,40.0,Self Enquiry,1,13.0,Salaried,Female,2.0,3.0,Deluxe,5.0,Married,3.0,0,1,1,1.0,Manager,22347.0,36-45
201305,0,54.0,Self Enquiry,1,13.0,Small Business,Female,3.0,3.0,Deluxe,3.0,Married,5.0,0,3,1,1.0,Manager,21854.0,46-55
201306,0,31.0,Company Invited,3,13.0,Small Business,Female,3.0,3.0,Standard,5.0,Married,3.0,0,1,1,2.0,Senior Manager,24637.0,26-35
201307,0,36.0,Self Enquiry,1,6.0,Small Business,Female,3.0,3.0,Basic,5.0,Married,2.0,0,1,1,0.0,Executive,18591.0,36-45
201308,0,38.0,Self Enquiry,3,8.0,Small Business,Female,3.0,5.0,Deluxe,3.0,Married,3.0,1,3,0,0.0,Manager,20405.0,36-45
201309,0,26.0,Self Enquiry,3,13.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Single,2.0,0,1,0,0.0,Manager,19684.0,26-35
201310,0,58.0,Company Invited,1,21.0,Salaried,Male,2.0,3.0,Super Deluxe,3.0,Married,3.0,1,1,1,0.0,AVP,30787.0,56-65
201311,0,18.0,Company Invited,1,20.0,Small Business,Female,2.0,3.0,Basic,3.0,Single,2.0,0,5,1,0.0,Executive,16514.0,
201312,1,31.0,Self Enquiry,2,24.0,Salaried,Male,2.0,1.5,Basic,5.0,Married,1.0,0,1,1,0.0,Executive,17956.0,26-35
201313,1,29.0,Self Enquiry,2,19.0,Salaried,Male,2.0,4.0,Basic,5.0,Married,5.0,1,5,1,1.0,Executive,17335.0,26-35
201314,0,45.0,Company Invited,3,8.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Married,5.0,0,1,1,2.0,Manager,20154.0,36-45
201315,0,36.0,Self Enquiry,1,8.0,Salaried,Female,3.0,3.0,Deluxe,4.0,Married,5.0,1,4,0,0.0,Manager,21962.0,36-45
201316,0,43.0,Company Invited,3,8.0,Salaried,Male,3.0,3.0,Deluxe,3.0,Married,2.0,0,3,1,2.0,Manager,20675.0,36-45
201317,0,27.0,Company Invited,1,11.0,Salaried,Female,2.0,3.0,Basic,3.0,Single,1.0,1,1,1,1.0,Executive,17379.0,26-35
201318,0,36.0,Company Invited,1,26.0,Small Business,Male,2.0,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,22347.0,36-45
201319,0,32.0,Company Invited,3,13.0,Small Business,Male,3.0,3.0,Deluxe,3.0,Single,1.0,0,3,1,1.0,Manager,19648.0,26-35
201320,0,42.0,Company Invited,1,16.0,Large Business,Male,2.0,3.0,Basic,3.0,Married,4.0,0,4,1,0.0,Executive,17936.0,36-45
201321,0,47.0,Self Enquiry,1,15.0,Salaried,Female,3.0,3.0,Basic,3.0,Single,5.0,0,3,1,0.0,Executive,17105.0,46-55
201322,0,46.0,Self Enquiry,1,8.0,Salaried,Male,2.0,3.0,Standard,3.0,Married,4.0,0,1,1,1.0,Senior Manager,23578.0,46-55
201323,0,28.0,Company Invited,2,6.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,2.0,0,4,0,1.0,Executive,17706.0,26-35
201324,0,29.0,Self Enquiry,1,34.0,Salaried,Male,3.0,5.0,Deluxe,3.0,Married,1.0,0,5,1,2.0,Manager,21384.0,26-35
201325,0,36.0,Self Enquiry,1,14.0,Salaried,Male,2.0,3.0,Basic,3.0,Single,5.0,0,1,1,1.0,Executive,22347.0,36-45
201326,1,32.0,Self Enquiry,3,8.0,Small Business,Male,2.0,4.0,Deluxe,4.0,Unmarried,1.0,1,1,1,0.0,Manager,24907.0,26-35
201327,0,46.0,Self Enquiry,3,9.0,Large Business,Female,2.0,1.5,Super Deluxe,5.0,Married,3.0,0,3,1,0.0,AVP,28225.0,46-55
201328,0,36.0,Self Enquiry,3,29.0,Small Business,Female,2.0,4.0,Deluxe,3.0,Married,2.0,0,1,1,1.0,Manager,18540.0,36-45
201329,0,29.0,Self Enquiry,2,12.0,Small Business,Male,2.0,4.0,Basic,4.0,Married,2.0,0,3,1,1.0,Executive,17804.0,26-35
201330,0,43.0,Self Enquiry,1,12.0,Small Business,Female,2.0,4.0,King,3.0,Married,1.0,0,3,1,1.0,VP,32834.375,36-45
201331,0,48.0,Self Enquiry,1,16.0,Salaried,Male,3.0,4.0,King,4.0,Married,5.0,0,3,1,1.0,VP,32834.375,46-55
201332,1,29.0,Company Invited,1,30.0,Salaried,Male,3.0,4.0,Basic,3.0,Single,2.0,1,3,1,2.0,Executive,17439.0,26-35
201333,1,46.0,Self Enquiry,3,16.0,Salaried,Female,3.0,3.0,Standard,4.0,Married,6.0,0,1,0,2.0,Senior Manager,22314.0,46-55
201334,0,27.0,Company Invited,1,13.0,Salaried,Female,3.0,4.0,Basic,5.0,Married,1.0,0,4,1,0.0,Executive,19774.0,26-35
201335,0,36.0,Self Enquiry,1,25.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,1.0,0,5,1,0.0,Manager,22347.0,36-45
201336,0,55.0,Self Enquiry,1,8.0,Large Business,Male,3.0,4.0,Basic,3.0,Married,1.0,0,5,0,0.0,Executive,17662.0,46-55
201337,0,28.0,Self Enquiry,3,9.0,Small Business,Female,3.0,3.0,Basic,4.0,Married,2.0,0,1,1,0.0,Executive,17856.0,26-35
201338,1,30.0,Self Enquiry,3,15.0,Small Business,Male,2.0,3.0,Basic,3.0,Single,2.0,0,5,0,0.0,Executive,16081.0,26-35
201339,1,22.0,Self Enquiry,1,13.0,Salaried,Male,3.0,3.0,Basic,4.0,Single,2.0,1,3,1,0.0,Executive,17472.0,18-25
201340,0,36.0,Self Enquiry,3,16.0,Large Business,Female,3.0,4.0,Deluxe,3.0,Married,2.0,1,1,1,2.0,Manager,20673.0,36-45
201341,0,36.0,Self Enquiry,1,26.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,2.0,0,5,0,0.0,Manager,22347.0,36-45
201342,0,34.0,Self Enquiry,3,10.0,Salaried,Male,3.0,3.0,Standard,3.0,Married,3.0,1,4,0,2.0,Senior Manager,24713.0,26-35
201343,0,29.0,Self Enquiry,1,13.0,Salaried,Male,2.0,3.0,Basic,5.0,Single,4.0,0,4,0,0.0,Executive,17062.0,26-35
201344,0,37.0,Self Enquiry,1,13.0,Small Business,Male,3.0,3.0,Deluxe,5.0,Married,6.0,1,3,0,0.0,Manager,22347.0,36-45
201345,0,35.0,Self Enquiry,1,13.0,Salaried,Female,2.0,4.0,Deluxe,4.0,Married,1.0,1,1,1,1.0,Manager,19788.0,26-35
201346,0,45.0,Self Enquiry,1,31.0,Salaried,Female,3.0,4.0,Deluxe,3.0,Married,1.0,0,4,0,0.0,Manager,20906.0,36-45
201347,0,36.0,Company Invited,2,8.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,22347.0,36-45
201348,0,40.0,Self Enquiry,1,6.0,Salaried,Male,3.0,3.0,Super Deluxe,5.0,Married,3.0,0,3,1,2.0,AVP,31823.0,36-45
201349,0,26.0,Self Enquiry,1,6.0,Salaried,Female,2.0,4.0,Basic,3.0,Married,2.0,1,4,0,0.0,Executive,17933.0,26-35
201350,0,27.0,Self Enquiry,3,8.0,Small Business,Female,2.0,1.5,Deluxe,3.0,Unmarried,1.0,0,1,0,1.0,Manager,21500.0,26-35
201351,0,48.0,Company Invited,1,28.0,Small Business,Female,2.0,3.0,Super Deluxe,3.0,Married,4.0,0,5,0,0.0,AVP,32174.0,46-55
201352,0,44.0,Self Enquiry,1,6.0,Salaried,Male,3.0,4.0,Deluxe,5.0,Married,3.0,0,3,1,2.0,Manager,20033.0,36-45
201353,1,34.0,Company Invited,1,22.0,Large Business,Male,2.0,5.0,Basic,5.0,Married,2.0,1,3,1,0.0,Executive,17307.0,26-35
201354,1,56.0,Self Enquiry,1,30.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,2.0,0,3,0,0.0,Executive,17587.0,56-65
201355,0,36.0,Self Enquiry,3,23.0,Small Business,Male,2.0,4.0,Deluxe,4.0,Married,3.0,0,4,1,0.0,Manager,20507.0,36-45
201356,0,41.0,Self Enquiry,3,13.0,Small Business,Female,2.0,3.0,Deluxe,4.0,Married,6.0,0,3,1,1.0,Manager,22347.0,36-45
201357,0,42.0,Self Enquiry,1,12.0,Small Business,Male,2.0,3.0,Standard,5.0,Married,1.0,0,3,1,0.0,Senior Manager,28348.0,36-45
201358,0,31.0,Self Enquiry,3,16.0,Small Business,Female,2.0,3.0,Deluxe,3.0,Married,3.0,1,1,0,0.0,Manager,21583.0,26-35
201359,0,34.0,Self Enquiry,3,9.0,Small Business,Female,3.0,4.0,Deluxe,3.0,Married,4.0,1,3,0,0.0,Manager,23103.0,26-35
201360,0,36.0,Self Enquiry,1,10.0,Small Business,Female,3.0,1.5,Basic,3.0,Married,1.0,0,5,1,2.0,Executive,22347.0,36-45
201361,0,26.0,Company Invited,1,12.0,Salaried,Male,3.0,1.5,Basic,3.0,Married,1.0,0,4,1,1.0,Executive,17544.0,26-35
201362,0,45.0,Company Invited,1,6.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Single,5.0,0,1,1,1.0,Manager,20399.0,36-45
201363,0,33.0,Self Enquiry,3,16.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Single,2.0,0,1,0,0.0,Manager,20487.0,26-35
201364,0,28.0,Company Invited,3,6.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Married,2.0,1,1,0,0.0,Manager,21834.0,26-35
201365,1,29.0,Company Invited,3,30.0,Large Business,Male,2.0,1.5,Basic,5.0,Single,2.0,0,3,1,1.0,Executive,16091.0,26-35
201366,0,39.0,Company Invited,3,27.0,Salaried,Female,2.0,5.0,Deluxe,3.0,Married,7.0,0,5,0,0.0,Manager,20736.0,36-45
201367,0,27.0,Self Enquiry,1,8.0,Large Business,Male,2.0,3.0,Basic,4.0,Married,2.0,0,4,1,1.0,Executive,17226.0,26-35
201368,0,34.0,Company Invited,1,28.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Married,2.0,1,1,1,0.0,Manager,20747.0,26-35
201369,1,28.0,Self Enquiry,3,19.0,Small Business,Female,2.0,3.0,Deluxe,3.0,Unmarried,4.0,1,5,1,1.0,Manager,24854.0,26-35
201370,0,47.0,Company Invited,1,20.0,Large Business,Male,3.0,3.0,Deluxe,4.0,Married,1.0,0,3,0,2.0,Manager,20467.0,46-55
201371,0,56.0,Self Enquiry,3,17.0,Small Business,Female,2.0,4.0,Deluxe,5.0,Married,5.0,0,5,0,1.0,Manager,20380.0,56-65
201372,0,39.0,Self Enquiry,1,15.0,Small Business,Male,2.0,3.0,Deluxe,5.0,Married,2.0,0,4,1,0.0,Manager,20151.0,36-45
201373,0,38.0,Company Invited,1,14.0,Small Business,Female,2.0,4.0,Deluxe,4.0,Married,2.0,1,1,1,0.0,Manager,17133.0,36-45
201374,0,58.0,Self Enquiry,3,27.0,Salaried,Female,3.0,3.0,Super Deluxe,3.0,Married,5.0,1,5,1,0.0,AVP,32834.375,56-65
201375,1,32.0,Company Invited,1,11.0,Salaried,Female,2.0,1.5,Basic,3.0,Single,4.0,1,1,0,1.0,Executive,17432.0,26-35
201376,0,38.0,Self Enquiry,1,13.0,Salaried,Male,3.0,3.0,Basic,3.0,Married,3.0,0,1,1,1.0,Executive,19771.0,36-45
201377,0,49.0,Company Invited,1,8.0,Salaried,Male,2.0,3.0,King,3.0,Married,4.0,0,3,1,0.0,VP,32834.375,46-55
201378,0,42.0,Self Enquiry,3,18.0,Small Business,Male,3.0,3.0,Deluxe,3.0,Married,4.0,1,1,0,0.0,Manager,20087.0,36-45
201379,1,27.0,Company Invited,2,28.0,Salaried,Female,2.0,4.0,Basic,4.0,Married,2.0,0,1,1,0.0,Executive,17863.0,26-35
201380,0,35.0,Self Enquiry,3,24.0,Small Business,Male,3.0,3.0,Deluxe,5.0,Married,1.0,0,3,0,0.0,Manager,17144.0,26-35
201381,0,28.0,Company Invited,1,22.0,Small Business,Male,2.0,3.0,Basic,3.0,Single,2.0,0,3,0,0.0,Executive,17144.0,26-35
201382,0,31.0,Company Invited,1,9.0,Small Business,Male,2.0,3.0,Basic,5.0,Married,2.0,1,1,0,0.0,Executive,18065.0,26-35
201383,0,36.0,Company Invited,1,15.0,Salaried,Male,3.0,1.5,Basic,4.0,Married,2.0,0,5,1,0.0,Executive,17810.0,36-45
201384,0,34.0,Self Enquiry,3,6.0,Small Business,Male,2.0,3.0,Standard,3.0,Unmarried,2.0,0,5,1,0.0,Senior Manager,24888.0,26-35
201385,0,34.0,Self Enquiry,3,19.0,Small Business,Male,2.0,3.0,Standard,3.0,Married,2.0,0,1,1,1.0,Senior Manager,23628.0,26-35
201386,0,26.0,Self Enquiry,1,6.0,Small Business,Male,3.0,3.0,Basic,5.0,Single,1.0,0,5,1,2.0,Executive,17867.0,26-35
201387,0,29.0,Self Enquiry,1,6.0,Salaried,Male,2.0,3.0,Deluxe,5.0,Married,1.0,0,3,1,0.0,Manager,20373.0,26-35
201388,0,32.0,Company Invited,1,21.0,Small Business,Female,2.0,3.0,Deluxe,3.0,Married,6.0,0,3,0,1.0,Manager,21667.0,26-35
201389,0,31.0,Company Invited,1,6.0,Salaried,Male,2.0,4.0,Deluxe,5.0,Married,2.0,0,1,1,1.0,Manager,20003.0,26-35
201390,1,28.0,Self Enquiry,1,23.0,Large Business,Male,2.0,4.0,Basic,3.0,Married,6.0,0,3,0,1.0,Executive,17367.0,26-35
201391,0,38.0,Self Enquiry,3,6.0,Salaried,Male,2.0,4.0,Basic,5.0,Single,5.0,0,3,0,1.0,Executive,17858.0,36-45
201392,0,35.0,Self Enquiry,3,13.0,Salaried,Female,2.0,3.0,Deluxe,3.0,Married,2.0,1,4,1,1.0,Manager,20204.0,26-35
201393,0,36.0,Self Enquiry,3,15.0,Small Business,Male,2.0,3.0,Deluxe,3.0,Single,2.0,0,1,0,1.0,Manager,22347.0,36-45
201394,0,32.0,Self Enquiry,1,11.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Unmarried,1.0,0,1,0,1.0,Manager,24679.0,26-35
201395,1,31.0,Company Invited,3,32.0,Small Business,Male,3.0,3.0,Deluxe,3.0,Married,2.0,1,3,0,1.0,Manager,20617.0,26-35
201396,1,53.0,Self Enquiry,3,30.0,Salaried,Male,3.0,3.0,Standard,5.0,Unmarried,7.0,1,3,1,2.0,Senior Manager,25448.0,46-55
201397,0,54.0,Self Enquiry,1,15.0,Salaried,Female,3.0,3.0,Deluxe,3.0,Married,4.0,0,5,0,1.0,Manager,17897.0,46-55
201398,0,33.0,Company Invited,1,13.0,Salaried,Male,2.0,3.0,Deluxe,3.0,Married,2.0,0,5,1,1.0,Manager,20968.0,26-35
201399,0,43.0,Self Enquiry,1,17.0,Salaried,Male,1.0,3.0,Standard,3.0,Married,2.0,0,1,1,0.0,Senior Manager,22510.0,36-45
201400,0,38.0,Company Invited,2,6.0,Salaried,Male,2.0,3.0,Basic,4.0,Married,1.0,1,1,1,1.0,Executive,17991.0,36-45
201401,0,55.0,Self Enquiry,2,32.0,Salaried,Male,3.0,1.5,King,4.0,Married,5.0,1,5,1,1.0,VP,32834.375,46-55
201402,0,31.0,Self Enquiry,1,8.0,Small Business,Female,2.0,5.0,Basic,3.0,Married,2.0,1,5,1,0.0,Executive,16129.0,26-35
201403,0,39.0,Self Enquiry,3,21.0,Small Business,Male,3.0,3.0,Super Deluxe,5.0,Unmarried,1.0,0,1,1,2.0,AVP,28341.0,36-45
201404,0,42.0,Company Invited,1,13.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Single,2.0,0,3,1,1.0,Manager,22347.0,36-45
201405,0,31.0,Company Invited,1,16.0,Small Business,Female,2.0,3.0,Standard,3.0,Married,5.0,0,1,1,1.0,Senior Manager,26031.0,26-35
201406,0,54.0,Self Enquiry,1,13.0,Small Business,Female,3.0,3.0,Deluxe,5.0,Single,7.0,1,1,0,0.0,Manager,22347.0,46-55
201407,0,24.0,Self Enquiry,1,13.0,Salaried,Male,2.0,4.0,Deluxe,3.0,Single,2.0,0,3,1,1.0,Manager,19617.0,18-25
201408,0,23.0,Self Enquiry,1,18.0,Salaried,Male,3.0,3.0,Basic,3.0,Single,2.0,0,5,1,0.0,Executive,17647.0,18-25
201409,0,40.0,Company Invited,1,17.0,Large Business,Female,3.0,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,21323.0,36-45
201410,0,40.0,Self Enquiry,3,8.0,Small Business,Female,3.0,3.0,Deluxe,4.0,Married,4.0,0,3,1,1.0,Manager,20677.0,36-45
201411,0,25.0,Self Enquiry,2,8.0,Salaried,Female,2.0,3.0,Basic,4.0,Married,5.0,0,4,0,0.0,Executive,17187.0,18-25
201412,0,36.0,Self Enquiry,1,6.0,Small Business,Male,3.0,3.0,Basic,4.0,Married,2.0,0,5,0,1.0,Executive,22347.0,36-45
201413,0,36.0,Self Enquiry,1,8.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,7.0,1,5,0,0.0,Executive,22347.0,36-45
201414,0,47.0,Self Enquiry,1,31.0,Small Business,Male,2.0,3.0,Standard,3.0,Unmarried,3.0,0,3,1,0.0,Senior Manager,23633.0,46-55
201415,0,33.0,Company Invited,1,6.0,Small Business,Male,2.0,4.0,Basic,3.0,Married,2.0,0,3,0,0.0,Executive,17008.0,26-35
201416,0,38.0,Self Enquiry,3,13.0,Salaried,Male,2.0,3.0,Deluxe,4.0,Married,1.0,0,4,1,1.0,Manager,22347.0,36-45
201417,0,31.0,Self Enquiry,3,8.0,Salaried,Male,2.0,3.0,Basic,3.0,Married,1.0,0,4,1,0.0,Executive,18067.0,26-35
201418,0,38.0,Company Invited,1,12.0,Salaried,Male,3.0,4.0,Deluxe,3.0,Married,3.0,0,4,1,1.0,Manager,20321.0,36-45
